restaurant_id,restaurant_name,num_reviews_in_matrix,avg_rating_in_matrix,total_reviewers
2bcceff8943e,Einstein Bros. Bagels,110,3.8363636363636364,110
edefc2d56284,Wingstop,110,2.963636363636364,110
4a189a3f446b,Paris Super Crepes,110,4.636363636363637,110
4e664c32c77b,Harmony Korean BBQ,110,4.536363636363636,110
e7137af465d8,H Mart Urbana,110,4.136363636363637,110
4e0a20751146,World Harvest International & Gourmet,110,4.045454545454546,110
4de381063dda,Jon's Pipe Shop and Cigar Smoking Lounge,110,4.818181818181818,110
4d40bea6dc05,Burger King,110,2.2,110
4d3f37a5769c,The Himalayan Chimney,110,3.909090909090909,110
4cc8f4909a31,Crumbl - Champaign,110,3.809090909090909,110
4c145622c33e,Orphans Treasure Box Bookstore,110,4.781818181818182,110
e74041d99474,Brothers Bar & Grill,110,3.8636363636363638,110
4af4cb74bf2b,Michaels,110,4.090909090909091,110
e7ad838319ad,Subway,110,3.909090909090909,110
4a6e3103e8ab,Kajiken Champaign,110,4.572727272727272,110
4a08824094da,Meijer,110,3.8181818181818183,110
4eaf34e5921b,Sunny China Buffet,110,3.6454545454545455,110
4916e367d568,Hickory River Smokehouse,110,3.981818181818182,110
489dfcfae2a6,Mahomet Family Restaurant,110,3.9454545454545453,110
e7bcd8249352,Eighty-Three Vietnamese Cuisine,110,4.9,110
e9272b5ccf42,Boomerangs Bar & Grill,110,4.254545454545455,110
ed272ffdaa1d,Green Jade,110,4.136363636363637,110
46ba334950f2,McDonald's,110,2.827272727272727,110
46437e9fb0dc,Culver’s,110,4.090909090909091,110
456d7f6040cd,Windy City Express,110,4.072727272727272,110
45507600c3e9,Chopstix,110,3.0,110
450ad6c91577,Jip Bap,110,3.963636363636364,110
44a8d505a91f,Huber's West End Store,110,4.718181818181818,110
44046c8deac7,Panera Bread,110,3.3454545454545452,110
4e9ec70be6f1,BakeLab,110,4.681818181818182,110
4f41a760c541,Hopscotch Bakery + Market,110,3.9909090909090907,110
e92b0ab7e12e,Jupiter's At The Crossing,110,3.709090909090909,110
55526d4d2057,Oberweis Ice Cream and Dairy Store,110,4.1909090909090905,110
5a457f370154,Outback Steakhouse,110,4.327272727272727,110
59723f2e9ec5,Staples,110,4.2272727272727275,110
59709bc93cc7,Ace Handyman Services East Central Illinois,110,4.9818181818181815,110
e5c757b04c33,Barrelhouse 34,110,4.1,110
5944468855b5,Jupiter's Pizzeria & Billiards,110,3.981818181818182,110
e60ed9ea7c7d,Campus Mobile Solutions,110,4.6454545454545455,110
57aac60f9896,Espresso Royale Cafe,110,4.2272727272727275,110
577eb84dd38a,I Wok Chinese Restaurant,110,4.509090909090909,110
e61f0402b186,Hobby Lobby,110,4.418181818181818,110
573da86d2e7a,Bandung Indonesian Restaurant,110,4.472727272727273,110
565720cfe48c,Far East Grocery,110,4.254545454545455,110
55915b54d869,Smoky's House BBQ,110,4.4818181818181815,110
554d1a67b62f,County Market,110,3.809090909090909,110
5041009c1e93,Tumble Inn Tavern,110,4.4,110
552ddc8dfcc4,The Red Lion,110,2.772727272727273,110
e6efc367a80f,Qué bolà! Cuban Cafe,110,4.8,110
54f7429fb4f1,Buffalo Wild Wings,110,2.772727272727273,110
54348af75062,Super Wok,110,4.072727272727272,110
5405f420726e,Vinny's by the slice and More,110,3.9,110
53880214e25d,Panda Express,110,3.536363636363636,110
530d615db1c6,Lai Lai Wok,110,3.7545454545454544,110
52a91098f2a8,Yogi Korean Restaurant,110,3.6454545454545455,110
51eb235635bf,Rural King,110,3.8454545454545452,110
5101a0f78742,Walgreens,110,2.118181818181818,110
50868c358a03,University Group,110,3.690909090909091,110
e706f9932fc6,Wood N' Hog Barbecue Catering,110,4.254545454545455,110
437afd0e5eba,Neil St. Blues,110,4.536363636363636,110
476f21b58a1d,Lao Sze Chuan Chinese Restaurant and Bar,110,4.009090909090909,110
4242ead220eb,"Sun Singer Restaurant, Wine & Spirits",110,4.3545454545454545,110
3c76c5589cce,Xinh Xinh Cafe,110,4.454545454545454,110
3b3eaaf92387,Pho Noodle Station,110,4.627272727272727,110
3b2d6275de00,Hacienda Agave,110,4.2727272727272725,110
3b1309cf404f,Maize Mexican Grill,110,4.336363636363636,110
